Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2513","Barley and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2513","Barley and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2513","Barley and products","2015","2015","1000 tonnes","27","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2513","Barley and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2513","Barley and products","2017","2017","1000 tonnes","28","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2513","Barley and products","2018","2018","1000 tonnes","25","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2513","Barley and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2513","Barley and products","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2513","Barley and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2513","Barley and products","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2513","Barley and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2514","Maize and products","2014","2014","1000 tonnes","179","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2514","Maize and products","2015","2015","1000 tonnes","304","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2514","Maize and products","2016","2016","1000 tonnes","309","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2514","Maize and products","2017","2017","1000 tonnes","266","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2514","Maize and products","2018","2018","1000 tonnes","264","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2514","Maize and products","2014","2014","1000 tonnes","219","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2514","Maize and products","2015","2015","1000 tonnes","237","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2514","Maize and products","2016","2016","1000 tonnes","232","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2514","Maize and products","2017","2017","1000 tonnes","309","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2514","Maize and products","2018","2018","1000 tonnes","406","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2514","Maize and products","2014","2014","1000 tonnes","-9","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2514","Maize and products","2015","2015","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2514","Maize and products","2016","2016","1000 tonnes","14","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2514","Maize and products","2017","2017","1000 tonnes","-19","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2514","Maize and products","2018","2018","1000 tonnes","22","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2514","Maize and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2514","Maize and products","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2514","Maize and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2514","Maize and products","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2514","Maize and products","2018","2018","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2514","Maize and products","2014","2014","1000 tonnes","343","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2514","Maize and products","2015","2015","1000 tonnes","383","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2514","Maize and products","2016","2016","1000 tonnes","449","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2514","Maize and products","2017","2017","1000 tonnes","507","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2514","Maize and products","2018","2018","1000 tonnes","549","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2515","Rye and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2515","Rye and products","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2515","Rye and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2515","Rye and products","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2515","Rye and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2515","Rye and products","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2515","Rye and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2515","Rye and products","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2515","Rye and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2515","Rye and products","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2515","Rye and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2515","Rye and products","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2515","Rye and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2515","Rye and products","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2515","Rye and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2515","Rye and products","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2515","Rye and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2515","Rye and products","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2515","Rye and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2515","Rye and products","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2515","Rye and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2516","Oats","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2516","Oats","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2516","Oats","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2516","Oats","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2516","Oats","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2516","Oats","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2516","Oats","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2516","Oats","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2516","Oats","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2516","Oats","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2516","Oats","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2516","Oats","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2516","Oats","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2516","Oats","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2516","Oats","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2516","Oats","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2516","Oats","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2516","Oats","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2516","Oats","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2516","Oats","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2516","Oats","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2517","Millet and products","2014","2014","1000 tonnes","409","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2517","Millet and products","2015","2015","1000 tonnes","750","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2517","Millet and products","2016","2016","1000 tonnes","608","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2517","Millet and products","2017","2017","1000 tonnes","569","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2517","Millet and products","2018","2018","1000 tonnes","574","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2517","Millet and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2517","Millet and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2517","Millet and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2517","Millet and products","2014","2014","1000 tonnes","-135","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2517","Millet and products","2015","2015","1000 tonnes","89","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2517","Millet and products","2016","2016","1000 tonnes","-38","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2517","Millet and products","2017","2017","1000 tonnes","-68","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2517","Millet and products","2018","2018","1000 tonnes","-72","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2517","Millet and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2517","Millet and products","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2517","Millet and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2517","Millet and products","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2517","Millet and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2517","Millet and products","2014","2014","1000 tonnes","345","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2517","Millet and products","2015","2015","1000 tonnes","370","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2517","Millet and products","2016","2016","1000 tonnes","390","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2517","Millet and products","2017","2017","1000 tonnes","390","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2517","Millet and products","2018","2018","1000 tonnes","395","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2518","Sorghum and products","2014","2014","1000 tonnes","102","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2518","Sorghum and products","2015","2015","1000 tonnes","189","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2518","Sorghum and products","2016","2016","1000 tonnes","154","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2518","Sorghum and products","2017","2017","1000 tonnes","143","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2518","Sorghum and products","2018","2018","1000 tonnes","143","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2518","Sorghum and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2518","Sorghum and products","2015","2015","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2518","Sorghum and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2518","Sorghum and products","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5611","Import Quantity","2518","Sorghum and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2518","Sorghum and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2518","Sorghum and products","2015","2015","1000 tonnes","43","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2518","Sorghum and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2518","Sorghum and products","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5072","Stock Variation","2518","Sorghum and products","2018","2018","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2518","Sorghum and products","2014","2014","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2518","Sorghum and products","2016","2016","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5911","Export Quantity","2518","Sorghum and products","2017","2017","1000 tonnes","0","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2518","Sorghum and products","2014","2014","1000 tonnes","82","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2518","Sorghum and products","2015","2015","1000 tonnes","110","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2518","Sorghum and products","2016","2016","1000 tonnes","124","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2518","Sorghum and products","2017","2017","1000 tonnes","115","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5142","Food","2518","Sorghum and products","2018","2018","1000 tonnes","115","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2520","Cereals, Other","2014","2014","1000 tonnes","2","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2520","Cereals, Other","2015","2015","1000 tonnes","3","Im","FAO data based on imputation methodology"
"FBS","New Food Balances","195","Senegal","5511","Production","2520","Cereals, Other","2016","2016","1000 tonnes","2","Im","FAO data based on imputation methodology"
