Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01343","Apricots","2016","2016","tonnes","10","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01343","Apricots","2017","2017","tonnes","14","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01343","Apricots","2018","2018","tonnes","19","F","FAO estimate"
"SC","Crops","195","Senegal","5071","Stock Variation","01379.01","Areca nuts","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5071","Stock Variation","01379.01","Areca nuts","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5071","Stock Variation","01379.01","Areca nuts","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5071","Stock Variation","01379.01","Areca nuts","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5071","Stock Variation","01379.01","Areca nuts","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5910","Export Quantity","01379.01","Areca nuts","2016","2016","tonnes","0","","Official data"
"SC","Crops","195","Senegal","5166","Residuals","01379.01","Areca nuts","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01379.01","Areca nuts","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01379.01","Areca nuts","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01379.01","Areca nuts","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01379.01","Areca nuts","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01379.01","Areca nuts","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01379.01","Areca nuts","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01379.01","Areca nuts","2016","2016","tonnes","0","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01379.01","Areca nuts","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01379.01","Areca nuts","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5610","Import Quantity","01216","Artichokes","2015","2015","tonnes","1","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","01216","Artichokes","2018","2018","tonnes","3","","Official data"
"SC","Crops","195","Senegal","5166","Residuals","01216","Artichokes","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01216","Artichokes","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01216","Artichokes","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01216","Artichokes","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01216","Artichokes","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01216","Artichokes","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01216","Artichokes","2015","2015","tonnes","1","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01216","Artichokes","2016","2016","tonnes","0","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01216","Artichokes","2017","2017","tonnes","0","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01216","Artichokes","2018","2018","tonnes","3","F","FAO estimate"
"SC","Crops","195","Senegal","5510","Production","01211","Asparagus","2014","2014","tonnes","26","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5510","Production","01211","Asparagus","2015","2015","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5510","Production","01211","Asparagus","2016","2016","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5510","Production","01211","Asparagus","2017","2017","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5510","Production","01211","Asparagus","2018","2018","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5610","Import Quantity","01211","Asparagus","2014","2014","tonnes","0","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","01211","Asparagus","2015","2015","tonnes","10","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","01211","Asparagus","2016","2016","tonnes","16","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","01211","Asparagus","2017","2017","tonnes","1","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","01211","Asparagus","2018","2018","tonnes","16","","Official data"
"SC","Crops","195","Senegal","5910","Export Quantity","01211","Asparagus","2014","2014","tonnes","26","","Official data"
"SC","Crops","195","Senegal","5910","Export Quantity","01211","Asparagus","2017","2017","tonnes","0","","Official data"
"SC","Crops","195","Senegal","5016","Loss","01211","Asparagus","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5016","Loss","01211","Asparagus","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5016","Loss","01211","Asparagus","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5016","Loss","01211","Asparagus","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5016","Loss","01211","Asparagus","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01211","Asparagus","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01211","Asparagus","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01211","Asparagus","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01211","Asparagus","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01211","Asparagus","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01211","Asparagus","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01211","Asparagus","2015","2015","tonnes","10","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01211","Asparagus","2016","2016","tonnes","16","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01211","Asparagus","2017","2017","tonnes","0","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01211","Asparagus","2018","2018","tonnes","16","F","FAO estimate"
"SC","Crops","195","Senegal","5510","Production","01311","Avocados","2014","2014","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5510","Production","01311","Avocados","2015","2015","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5510","Production","01311","Avocados","2016","2016","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5510","Production","01311","Avocados","2017","2017","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5510","Production","01311","Avocados","2018","2018","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5610","Import Quantity","01311","Avocados","2014","2014","tonnes","0","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","01311","Avocados","2015","2015","tonnes","0","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","01311","Avocados","2018","2018","tonnes","0","","Official data"
"SC","Crops","195","Senegal","5016","Loss","01311","Avocados","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5016","Loss","01311","Avocados","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5016","Loss","01311","Avocados","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5016","Loss","01311","Avocados","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5016","Loss","01311","Avocados","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01311","Avocados","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01311","Avocados","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01311","Avocados","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01311","Avocados","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01311","Avocados","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01311","Avocados","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01311","Avocados","2015","2015","tonnes","0","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01311","Avocados","2016","2016","tonnes","0","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01311","Avocados","2017","2017","tonnes","0","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01311","Avocados","2018","2018","tonnes","0","F","FAO estimate"
"SC","Crops","195","Senegal","5510","Production","01708","Bambara beans","2014","2014","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5510","Production","01708","Bambara beans","2015","2015","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5510","Production","01708","Bambara beans","2016","2016","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5510","Production","01708","Bambara beans","2017","2017","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5510","Production","01708","Bambara beans","2018","2018","tonnes","0","M","Data not available"
"SC","Crops","195","Senegal","5610","Import Quantity","01708","Bambara beans","2015","2015","tonnes","0","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","01708","Bambara beans","2017","2017","tonnes","7","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","01708","Bambara beans","2018","2018","tonnes","8","","Official data"
"SC","Crops","195","Senegal","5071","Stock Variation","01708","Bambara beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5071","Stock Variation","01708","Bambara beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5071","Stock Variation","01708","Bambara beans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5071","Stock Variation","01708","Bambara beans","2017","2017","tonnes","7","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5071","Stock Variation","01708","Bambara beans","2018","2018","tonnes","8","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5910","Export Quantity","01708","Bambara beans","2016","2016","tonnes","36","","Official data"
"SC","Crops","195","Senegal","5166","Residuals","01708","Bambara beans","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01708","Bambara beans","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01708","Bambara beans","2016","2016","tonnes","-36","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01708","Bambara beans","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01708","Bambara beans","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5510","Production","01312","Bananas","2014","2014","tonnes","35575","","Official data"
"SC","Crops","195","Senegal","5510","Production","01312","Bananas","2015","2015","tonnes","36500","","Official data"
"SC","Crops","195","Senegal","5510","Production","01312","Bananas","2016","2016","tonnes","37000","","Official data"
"SC","Crops","195","Senegal","5510","Production","01312","Bananas","2017","2017","tonnes","30000","","Official data"
"SC","Crops","195","Senegal","5510","Production","01312","Bananas","2018","2018","tonnes","30541","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5610","Import Quantity","01312","Bananas","2014","2014","tonnes","15567","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","01312","Bananas","2015","2015","tonnes","1440","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","01312","Bananas","2016","2016","tonnes","0","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","01312","Bananas","2018","2018","tonnes","20","","Official data"
"SC","Crops","195","Senegal","5910","Export Quantity","01312","Bananas","2014","2014","tonnes","10","","Official data"
"SC","Crops","195","Senegal","5910","Export Quantity","01312","Bananas","2017","2017","tonnes","22","","Official data"
"SC","Crops","195","Senegal","5910","Export Quantity","01312","Bananas","2018","2018","tonnes","0","","Official data"
"SC","Crops","195","Senegal","5016","Loss","01312","Bananas","2014","2014","tonnes","2979","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5016","Loss","01312","Bananas","2015","2015","tonnes","3057","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5016","Loss","01312","Bananas","2016","2016","tonnes","3099","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5016","Loss","01312","Bananas","2017","2017","tonnes","2512","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5016","Loss","01312","Bananas","2018","2018","tonnes","2558","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01312","Bananas","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01312","Bananas","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01312","Bananas","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01312","Bananas","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","01312","Bananas","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01312","Bananas","2014","2014","tonnes","48153","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01312","Bananas","2015","2015","tonnes","34883","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01312","Bananas","2016","2016","tonnes","33901","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01312","Bananas","2017","2017","tonnes","27465","F","FAO estimate"
"SC","Crops","195","Senegal","5141","Food supply quantity (tonnes)","01312","Bananas","2018","2018","tonnes","28003","F","FAO estimate"
"SC","Crops","195","Senegal","5610","Import Quantity","0115","Barley","2015","2015","tonnes","3","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","0115","Barley","2017","2017","tonnes","8","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","0115","Barley","2018","2018","tonnes","25","","Official data"
"SC","Crops","195","Senegal","5071","Stock Variation","0115","Barley","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5071","Stock Variation","0115","Barley","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5071","Stock Variation","0115","Barley","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5071","Stock Variation","0115","Barley","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5071","Stock Variation","0115","Barley","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5023","Processed","0115","Barley","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5023","Processed","0115","Barley","2015","2015","tonnes","3","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5023","Processed","0115","Barley","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5023","Processed","0115","Barley","2017","2017","tonnes","8","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5023","Processed","0115","Barley","2018","2018","tonnes","25","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","0115","Barley","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","0115","Barley","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","0115","Barley","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","0115","Barley","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5166","Residuals","0115","Barley","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SC","Crops","195","Senegal","5610","Import Quantity","01701","Beans, dry","2014","2014","tonnes","83","","Official data"
"SC","Crops","195","Senegal","5610","Import Quantity","01701","Beans, dry","2015","2015","tonnes","679","Im","FAO data based on imputation methodology"
